season;player_name;age;market_value[EUR];team_left;team_joined;transfer_fee[EUR]
18/19;Marcelo Saracchi;20;4500000;River Plate;RB Leipzig;12000000
18/19;Emerson Royal;20;50000;Atletico-MG;Barcelona;12000000
18/19;Manolo Gabbiadini;27;10000000;Southampton;Sampdoria;11900000
18/19;Soualiho Meite;24;8000000;Monaco;Torino;11500000
18/19;Benik Afobe;25;10000000;Bournemouth;Wolves;11400000
18/19;Jonathan Rodriguez;25;3500000;Santos Laguna;CD Cruz Azul;11400000
18/19;Josh Murphy;23;1500000;Norwich;Cardiff;11400000
18/19;Bobby De Cordova-Reid;25;3000000;Bristol City;Cardiff;11350000
18/19;David Brooks;20;5000000;Sheff Utd;Bournemouth;11300000
18/19;Angus Gunn;22;2000000;Man City;Southampton;11300000
18/19;Nicolas Gonzalez;20;5000000;Argentinos Jrs.;VfB Stuttgart;11260000
18/19;Tom Ince;26;8000000;Huddersfield;Stoke City;11200000
18/19;Santiago Arias;26;18000000;PSV Eindhoven;Atletico Madrid;11000000
18/19;Suat Serdar;21;7500000;1.FSV Mainz 05;FC Schalke 04;11000000
18/19;Gianluca Lapadula;28;7000000;AC Milan;Genoa;11000000
18/19;Fode Ballo-Toure;22;7000000;LOSC Lille;Monaco;11000000
18/19;Ozan Kabak;18;6500000;Galatasaray;VfB Stuttgart;11000000
18/19;Emmanuel Boateng;22;3000000;Levante;DL Yifang;11000000
18/19;Cheikhou Kouyate;28;12000000;West Ham;Crystal Palace;10700000
18/19;Armando Izzo;26;8500000;Genoa;Torino;10700000
18/19;Yoshinori Muto;26;6000000;1.FSV Mainz 05;Newcastle;10700000
18/19;Victor Davila;21;3500000;Necaxa;Pachuca;10600000
18/19;Orbelin Pineda;22;5000000;Chivas;CD Cruz Azul;10560000
18/19;Giuliano;28;12000000;Fenerbahce;Al-Nassr FC;10500000
18/19;Valentino Lazaro;22;9000000;RB Salzburg;Hertha BSC;10500000
18/19;Wout Weghorst;25;7000000;AZ Alkmaar;VfL Wolfsburg;10500000
18/19;Odsonne Edouard;20;1500000;Paris SG;Celtic;10300000
18/19;Djaniny;27;5000000;Santos Laguna;Al-Ahli SFC;10240000
18/19;Gonzalo Higuain;30;55000000;Juventus;AC Milan;10200000
18/19;Karim Adeyemi;16;;U'haching U19;RB Salzburg;10100000
18/19;Jordan Amavi;24;16000000;Aston Villa;Marseille;10000000
18/19;Vicente Iborra;30;9000000;Leicester;Villarreal;10000000
18/19;Omar Mascarell;25;8000000;Real Madrid;FC Schalke 04;10000000
18/19;Yaroslav Rakitskyi;29;7500000;Shakhtar D.;Zenit S-Pb;10000000
18/19;Danilo Barbosa;22;7000000;SC Braga;OGC Nice;10000000
18/19;Aleksandar Prijovic;28;6000000;PAOK Salonika;Al-Ittihad Club;10000000
18/19;Santiago Caseres;21;6000000;Velez Sarsfield;Villarreal;10000000
18/19;Bernardo;23;6000000;RB Leipzig;Brighton;10000000
18/19;Adama Diakhaby;22;5000000;Monaco;Huddersfield;10000000
18/19;Nemanja Maksimovic;23;5000000;Valencia;Getafe;10000000
18/19;Myziane Maolida;19;4500000;Olympique Lyon;OGC Nice;10000000
18/19;Nicolae Stanciu;25;4250000;Sparta Prague;Al-Ahli SFC;10000000
18/19;Daniel Ginczek;27;3500000;VfB Stuttgart;VfL Wolfsburg;10000000
18/19;Antonio Barreca;23;3500000;Torino;Monaco;10000000
18/19;Jason Denayer;23;3000000;Man City;Olympique Lyon;10000000
18/19;Jeremie Boga;21;2500000;Chelsea U23;Sassuolo;10000000
18/19;Borja Iglesias;25;1000000;Celta de Vigo;Espanyol;10000000
18/19;German Pezzella;27;13000000;Real Betis;Fiorentina;9750000
18/19;Gabriel Pires;24;10000000;CD Leganes;Benfica;9600000
18/19;Bryan Cristante;23;25000000;Benfica;Atalanta BC;9500000
18/19;Roger Guedes;21;9000000;Palmeiras;SD Luneng;9500000
18/19;Davide Santon;27;3000000;Inter;AS Roma;9500000
18/19;Aleix Vidal;28;7500000;Barcelona;Sevilla FC;9300000
18/19;Omar Colley;25;5000000;KRC Genk;Sampdoria;9250000
18/19;Alejandro Pozuelo;27;8000000;KRC Genk;Toronto;9090000
18/19;Cesc Fabregas;31;25000000;Chelsea;Monaco;9000000
18/19;Fedor Smolov;28;14000000;Krasnodar;Loko Moscow;9000000
18/19;Ramiro Funes Mori;27;10000000;Everton;Villarreal;9000000
18/19;Pablo Maffeo;20;10000000;Man City;VfB Stuttgart;9000000
18/19;Riccardo Saponara;26;9000000;Empoli;Fiorentina;9000000
18/19;Lukasz Skorupski;27;7000000;AS Roma;Bologna;9000000
18/19;Lisandro Magallan;25;6000000;Boca Juniors;Ajax;9000000
18/19;Robin Olsen;28;2500000;FC Copenhagen;AS Roma;9000000
18/19;Jordan;22;2500000;Stade Reims;Rennes;9000000
18/19;Brian Fernandez;24;2000000;Necaxa;Portland;9000000
18/19;Antonino La Gumina;22;2000000;US Palermo;Empoli;9000000
18/19;Rabbi Matondo;18;;Man City U23;FC Schalke 04;9000000
18/19;Garry Rodrigues;28;9000000;Galatasaray;Al-Ittihad Club;9000000
18/19;Nikola Vukcevic;26;7500000;SC Braga;Levante;8900000
18/19;Carlos Salcedo;25;10000000;E. Frankfurt;Tigres UANL;8800000
18/19;Guido Pizarro;28;7500000;Sevilla FC;Tigres UANL;8700000
18/19;Samuel Kalu;20;5000000;KAA Gent;G. Bordeaux;8500000
18/19;Keno;28;3500000;Palmeiras;Pyramids FC;8500000
18/19;Andriy Lunin;19;3500000;Zorya Lugansk;Real Madrid;8500000
18/19;Nordin Amrabat;31;3000000;Watford;Al-Nassr FC;8500000
18/19;Roger Martinez;24;2500000;Villarreal;America;8500000
18/19;Davide Bettella;18;1000000;Inter;Atalanta BC;8500000
18/19;Ben Brereton Diaz;19;5000000;Nottm Forest;Blackburn;8300000
18/19;Anthony Limbombe;24;8000000;Club Brugge;FC Nantes;8250000
18/19;Hassane Bande;19;7500000;KV Mechelen;Ajax;8250000
18/19;Tanguy Ndombele;21;25000000;Amiens SC;Olympique Lyon;8000000
18/19;Alban Lafont;19;18000000;Toulouse;Fiorentina;8000000
18/19;Medhi Benatia;31;15000000;Juventus;Al-Duhail SC;8000000
18/19;Sergi Darder;24;11000000;Olympique Lyon;Espanyol;8000000
18/19;Kasim Adams;23;8500000;BSC Young Boys;TSG Hoffenheim;8000000
18/19;Cristiano Piccini;25;7500000;Sporting CP;Valencia;8000000
18/19;Ignacio Pussetto;22;7000000;Huracan;Udinese Calcio;8000000
18/19;Sam Vokes;29;6000000;Burnley;Stoke City;8000000
18/19;Samuel Gigot;24;6000000;KAA Gent;Spartak Moscow;8000000
18/19;Aden Flint;28;5000000;Bristol City;Middlesbrough;8000000
18/19;Lukasz Fabianski;33;5000000;Swansea;West Ham;8000000
18/19;Alexis Mac Allister;20;5000000;Argentinos Jrs.;Brighton;8000000
18/19;Erling Haaland;18;5000000;Molde FK;RB Salzburg;8000000
18/19;Alexandru Mitrita;24;3500000;CS U Craiova;New York City;8000000
18/19;Christian Cueva;26;3000000;Sao Paulo;Krasnodar;8000000
18/19;Jean-Philippe Mateta;21;2500000;Olympique Lyon;1.FSV Mainz 05;8000000
18/19;Matteo Guendouzi;19;2500000;FC Lorient;Arsenal;8000000
18/19;Fran Beltran;19;2000000;Rayo Vallecano;Celta de Vigo;8000000
18/19;Bubacarr Sanneh;23;1500000;FC Midtjylland;RSC Anderlecht;8000000
18/19;Stuart Armstrong;26;2000000;Celtic;Southampton;7950000
18/19;Kurt Zouma;23;15000000;Chelsea;Everton;7900000
19/20;Joao Felix;19;70000000;Benfica;Atletico Madrid;127200000
19/20;Antoine Griezmann;28;130000000;Atletico Madrid;Barcelona;120000000
19/20;Eden Hazard;28;150000000;Chelsea;Real Madrid;115000000
19/20;Harry Maguire;26;50000000;Leicester;Man Utd;87000000
19/20;Frenkie de Jong;22;85000000;Ajax;Barcelona;86000000
19/20;Matthijs de Ligt;19;75000000;Ajax;Juventus;85500000
19/20;Lucas Hernandez;23;70000000;Atletico Madrid;Bayern Munich;80000000
19/20;Nicolas Pepe;24;65000000;LOSC Lille;Arsenal;80000000
19/20;Romelu Lukaku;26;75000000;Man Utd;Inter;74000000
19/20;Rodri;23;80000000;Atletico Madrid;Man City;70000000
19/20;Joao Cancelo;25;55000000;Juventus;Man City;65000000
19/20;Luka Jovic;21;60000000;E. Frankfurt;Real Madrid;63000000
19/20;Bruno Fernandes;25;60000000;Sporting CP;Man Utd;63000000
19/20;Tanguy Ndombele;22;65000000;Olympique Lyon;Tottenham;62000000
19/20;Aaron Wan-Bissaka;21;35000000;Crystal Palace;Man Utd;55000000
19/20;Eder Militao;21;50000000;FC Porto;Real Madrid;50000000
19/20;Sebastien Haller;25;40000000;E. Frankfurt;West Ham;50000000
19/20;Ferland Mendy;24;30000000;Olympique Lyon;Real Madrid;48000000
19/20;Hirving Lozano;24;40000000;PSV Eindhoven;SSC Napoli;45000000
19/20;Rodrygo;18;40000000;Santos;Real Madrid;45000000
19/20;Youri Tielemans;22;38000000;Monaco;Leicester;45000000
19/20;Mateo Kovacic;25;35000000;Real Madrid;Chelsea;45000000
19/20;Joelinton;22;35000000;TSG Hoffenheim;Newcastle;44000000
19/20;Wissam Ben Yedder;29;40000000;Sevilla FC;Monaco;40000000
19/20;Malcom;22;40000000;Barcelona;Zenit S-Pb;40000000
19/20;Raul Jimenez;28;35000000;Benfica;Wolves;38000000
19/20;Danilo;28;20000000;Man City;Juventus;37000000
19/20;Konstantinos Manolas;28;45000000;AS Roma;SSC Napoli;36000000
19/20;Benjamin Pavard;23;30000000;VfB Stuttgart;Bayern Munich;35000000
19/20;Dejan Kulusevski;19;25000000;Atalanta BC;Juventus;35000000
19/20;Jasper Cillessen;30;18000000;Barcelona;Valencia;35000000
19/20;Jules Kounde;20;15000000;G. Bordeaux;Sevilla FC;35000000
19/20;Ayoze Perez;25;20000000;Newcastle;Leicester;33400000
19/20;Abdou Diallo;23;35000000;Bor. Dortmund;Paris SG;32000000
19/20;Franck Kessie;22;33000000;Atalanta BC;AC Milan;32000000
19/20;Kerem Demirbay;26;32000000;TSG Hoffenheim;B. Leverkusen;32000000
19/20;Cristian Romero;21;15000000;Genoa;Juventus;31500000
19/20;Mats Hummels;30;35000000;Bayern Munich;Bor. Dortmund;30500000
19/20;Alex Iwobi;23;25000000;Arsenal;Everton;30400000
19/20;Steven Bergwijn;22;35000000;PSV Eindhoven;Tottenham;30000000
19/20;Ismaila Sarr;21;30000000;Rennes;Watford;30000000
19/20;Gelson Martins;24;28000000;Atletico Madrid;Monaco;30000000
19/20;Reinier;18;25000000;Flamengo;Real Madrid;30000000
19/20;Idrissa Gueye;29;25000000;Everton;Paris SG;30000000
19/20;Marcos Llorente;24;20000000;Real Madrid;Atletico Madrid;30000000
19/20;William Saliba;18;12000000;Saint-Etienne;Arsenal;30000000
19/20;Leonardo Spinazzola;26;15000000;Juventus;AS Roma;29500000
19/20;Rafael Leao;20;15000000;LOSC Lille;AC Milan;29500000
19/20;Dani Olmo;21;35000000;Dinamo Zagreb;RB Leipzig;29000000
19/20;Borja Iglesias;26;28000000;Espanyol;Real Betis;28000000
19/20;Pablo Fornals;23;25000000;Villarreal;West Ham;28000000
19/20;Moise Kean;19;40000000;Juventus;Everton;27500000
19/20;Christian Eriksen;27;90000000;Tottenham;Inter;27000000
19/20;Ryan Sessegnon;19;35000000;Fulham;Tottenham;27000000
19/20;Kieran Tierney;22;12500000;Celtic;Arsenal;27000000
19/20;Alex Meret;22;25000000;Udinese Calcio;SSC Napoli;26000000
19/20;Neto;29;18000000;Valencia;Barcelona;26000000
19/20;Thorgan Hazard;26;38000000;Bor. M'gladbach;Bor. Dortmund;25500000
19/20;Nico Schulz;26;25000000;TSG Hoffenheim;Bor. Dortmund;25500000
19/20;Danny Ings;26;15000000;Liverpool;Southampton;25100000
19/20;Julian Brandt;23;50000000;B. Leverkusen;Bor. Dortmund;25000000
19/20;Marko Arnautovic;30;35000000;West Ham;SH SIPG;25000000
19/20;Jean-Philippe Gbamin;23;28000000;1.FSV Mainz 05;Everton;25000000
19/20;Andre Gomes;25;28000000;Barcelona;Everton;25000000
19/20;Rony Lopes;23;25000000;Monaco;Sevilla FC;25000000
19/20;Mario Hermoso;24;25000000;Espanyol;Atletico Madrid;25000000
19/20;Wesley Moraes;22;20000000;Club Brugge;Aston Villa;25000000
19/20;Lucas Tousart;22;20000000;Olympique Lyon;Hertha BSC;25000000
19/20;Jeff Reine-Adelaide;21;11000000;Angers SCO;Olympique Lyon;25000000
19/20;Krzysztof Piatek;24;32000000;AC Milan;Hertha BSC;24000000
19/20;Joachim Andersen;23;25000000;Sampdoria;Olympique Lyon;24000000
19/20;Pau Lopez;24;20000000;Real Betis;AS Roma;23500000
19/20;Paco Alcacer;26;42000000;Bor. Dortmund;Villarreal;23000000
19/20;Sander Berge;21;22000000;KRC Genk;Sheff Utd;23000000
19/20;Nikola Vlasic;21;20000000;Everton;CSKA Moscow;23000000
19/20;Theo Hernandez;21;15000000;Real Madrid;AC Milan;22800000
19/20;Raul de Tomas;25;15000000;Benfica;Espanyol;22500000
19/20;Valentino Lazaro;23;17000000;Hertha BSC;Inter;22400000
19/20;Victor Osimhen;20;13000000;RSC Charleroi;LOSC Lille;22400000
19/20;Luka Jovic;21;60000000;Benfica;E. Frankfurt;22340000
19/20;Tyrone Mings;26;5000000;Bournemouth;Aston Villa;22300000
19/20;Adam Webster;24;9000000;Bristol City;Brighton;22220000
19/20;Giovani Lo Celso;23;50000000;Paris SG;Real Betis;22000000
19/20;Kieran Trippier;28;35000000;Tottenham;Atletico Madrid;22000000
19/20;Thiago Mendes;27;25000000;LOSC Lille;Olympique Lyon;22000000
19/20;Bryan Cristante;24;25000000;Atalanta BC;AS Roma;22000000
19/20;Luca Pellegrini;20;5000000;AS Roma;Juventus;22000000
19/20;Renan Lodi;21;4000000;Athletico-PR;Atletico Madrid;21750000
19/20;Jarrod Bowen;23;10000000;Hull City;West Ham;21300000
19/20;Luis Muriel;28;13000000;Sevilla FC;Atalanta BC;21200000
19/20;Matteo Politano;25;30000000;Sassuolo;Inter;21100000
19/20;Paco Alcacer;25;37000000;Barcelona;Bor. Dortmund;21000000
19/20;Stanislav Lobotka;25;20000000;Celta de Vigo;SSC Napoli;21000000
19/20;Amadou Diawara;21;15000000;SSC Napoli;AS Roma;21000000
19/20;Raphinha;22;8000000;Sporting CP;Rennes;21000000
19/20;Kasper Dolberg;21;18000000;Ajax;OGC Nice;20500000
19/20;Edmond Tapsoba;21;4500000;Vit. Guimaraes;B. Leverkusen;20200000
19/20;Erling Haaland;19;45000000;RB Salzburg;Bor. Dortmund;20000000
19/20;Junior Firpo;22;25000000;Real Betis;Barcelona;20000000
19/20;Julian Weigl;24;23000000;Bor. Dortmund;Benfica;20000000
19/20;Felipe;30;20000000;FC Porto;Atletico Madrid;20000000
19/20;Raul de Tomas;24;20000000;Real Madrid;Benfica;20000000
19/20;Bruno Guimaraes;22;20000000;Athletico-PR;Olympique Lyon;20000000
19/20;Dodi Lukebakio;21;18000000;Watford;Hertha BSC;20000000
19/20;Renato Sanches;22;18000000;Bayern Munich;LOSC Lille;20000000
19/20;Emil Audero;22;15000000;Juventus;Sampdoria;20000000
19/20;Maximilian Philipp;25;13000000;Bor. Dortmund;Dinamo Moscow;20000000
19/20;Youssef En-Nesyri;22;12000000;CD Leganes;Sevilla FC;20000000
19/20;Nabil Fekir;26;60000000;Olympique Lyon;Real Betis;19750000
19/20;Daniel Podence;24;6000000;Olympiacos;Wolves;19600000
19/20;Merih Demiral;21;15000000;Sassuolo;Juventus;19500000
19/20;Sofyan Amrabat;23;10000000;Hellas Verona;Fiorentina;19500000
19/20;Dennis Praet;25;24000000;Sampdoria;Leicester;19200000
19/20;Oliver McBurnie;23;8000000;Swansea;Sheff Utd;19100000
19/20;Yusuf Yazici;22;13000000;Trabzonspor;LOSC Lille;18500000
19/20;Salomon Rondon;29;15000000;West Brom;DL Pro;18270000
19/20;Pablo Sarabia;27;40000000;Sevilla FC;Paris SG;18000000
19/20;Patrick Cutrone;21;28000000;AC Milan;Wolves;18000000
19/20;Allan Saint-Maximin;22;25000000;OGC Nice;Newcastle;18000000
19/20;Ademola Lookman;21;20000000;Everton;RB Leipzig;18000000
19/20;Guillermo Maripan;25;15000000;Alaves;Monaco;18000000
19/20;Aurelien Tchouameni;20;14000000;G. Bordeaux;Monaco;18000000
19/20;Matheus Cunha;20;13000000;RB Leipzig;Hertha BSC;18000000
19/20;Martin Braithwaite;28;10000000;CD Leganes;Barcelona;18000000
19/20;Guus Til;21;6000000;AZ Alkmaar;Spartak Moscow;18000000
19/20;Pedro Neto;19;2500000;Lazio;Wolves;17900000
19/20;Daniel James;21;12000000;Swansea;Man Utd;17800000
19/20;Gabriel;23;23000000;Inter;Flamengo;17500000
19/20;Pedri;16;;UD Las Palmas;Barcelona;17500000
19/20;Ismael Bennacer;21;12000000;Empoli;AC Milan;17200000
19/20;Exequiel Palacios;21;25000000;River Plate;B. Leverkusen;17000000
19/20;Munas Dabbur;27;15000000;RB Salzburg;Sevilla FC;17000000
19/20;Carlos Vinicius;24;7000000;SSC Napoli;Benfica;17000000
19/20;Douglas Luiz;21;2500000;Man City;Aston Villa;16800000
19/20;Che Adams;22;7000000;Birmingham;Southampton;16700000
19/20;Andrea Petagna;24;18000000;SPAL;SSC Napoli;16600000
19/20;Stefano Sturaro;26;10000000;Juventus;Genoa;16500000
19/20;Philip Billing;23;7000000;Huddersfield;Bournemouth;16500000
19/20;Arnaut Danjuma;22;12000000;Club Brugge;Bournemouth;16460000
19/20;Nahitan Nandez;23;18000000;Boca Juniors;Cagliari Calcio;16200000
19/20;Eljif Elmas;19;10000000;Fenerbahce;SSC Napoli;16200000
19/20;Giovani Lo Celso;23;50000000;Real Betis;Tottenham;16000000
19/20;Stephan El Shaarawy;26;30000000;AS Roma;SH Shenhua;16000000
19/20;Quincy Promes;27;18000000;Sevilla FC;Ajax;15700000
19/20;Moussa Djenepo;21;12000000;Standard Liege;Southampton;15700000
19/20;Neal Maupay;22;12000000;Brentford;Brighton;15560000
19/20;Leandro Trossard;24;16000000;KRC Genk;Brighton;15560000
19/20;Matt Targett;23;7000000;Southampton;Aston Villa;15500000
19/20;Darwin Nunez;20;750000;Penarol;UD Almeria;15250000
19/20;Manuel Lazzari;25;18000000;SPAL;Lazio;15000000
19/20;Ozan Kabak;19;15000000;VfB Stuttgart;FC Schalke 04;15000000
19/20;Riccardo Orsolini;22;15000000;Juventus;Bologna;15000000
19/20;Lucas Ocampos;24;15000000;Marseille;Sevilla FC;15000000
19/20;Diego Carlos;26;13000000;FC Nantes;Sevilla FC;15000000
19/20;M'Baye Niang;24;12000000;Torino;Rennes;15000000
19/20;Moussa Diaby;19;12000000;Paris SG;B. Leverkusen;15000000
19/20;Keylor Navas;32;10000000;Real Madrid;Paris SG;15000000
19/20;Alexander Isak;19;8000000;Bor. Dortmund;Real Sociedad;15000000
19/20;Edson Alvarez;21;7500000;America;Ajax;15000000
19/20;Youssouf Fofana;21;6000000;R. Strasbourg;Monaco;15000000
19/20;Lloyd Kelly;20;9000000;Bristol City;Bournemouth;14800000
19/20;Maxi Gomez;22;40000000;Celta de Vigo;Valencia;14500000
19/20;Jakub Jankto;23;12000000;Udinese Calcio;Sampdoria;14500000
19/20;Amir Rrahmani;25;6000000;Hellas Verona;SSC Napoli;14200000
19/20;Diadie Samassekou;23;20000000;RB Salzburg;TSG Hoffenheim;14000000
19/20;Dario Benedetto;29;15000000;Boca Juniors;Marseille;14000000
19/20;Joan Jordan;25;12000000;SD Eibar;Sevilla FC;14000000
19/20;Manuel Locatelli;21;12000000;AC Milan;Sassuolo;14000000
19/20;Djibril Sow;22;9000000;BSC Young Boys;E. Frankfurt;14000000
19/20;Leander Dendoncker;24;18000000;RSC Anderlecht;Wolves;13800000
19/20;Ruslan Malinovskyi;26;12500000;KRC Genk;Atalanta BC;13600000
19/20;Benjamin Lecomte;28;17000000;Montpellier;Monaco;13500000
19/20;Henry Onyekuru;22;13000000;Everton;Monaco;13500000
19/20;Douglas Santos;25;10000000;Hamburger SV;Zenit S-Pb;13500000
19/20;Jeison Murillo;27;8000000;Valencia;Sampdoria;13300000
19/20;Ezri Konsa;21;3500000;Brentford;Aston Villa;13300000
19/20;Valentin Rongier;24;15000000;FC Nantes;Marseille;13000000
19/20;Gerson;22;13000000;AS Roma;Flamengo;13000000
19/20;Christopher Nkunku;21;12000000;Paris SG;RB Leipzig;13000000
19/20;Alexis Claude-Maurice;21;7500000;FC Lorient;OGC Nice;13000000
19/20;Denis Suarez;25;12000000;Barcelona;Celta de Vigo;12900000
19/20;Razvan Marin;23;13500000;Standard Liege;Ajax;12500000
19/20;Stefan Lainer;26;12500000;RB Salzburg;Bor. M'gladbach;12500000
19/20;Luuk de Jong;28;12000000;PSV Eindhoven;Sevilla FC;12500000
19/20;Stanley Nsoki;20;8500000;Paris SG;OGC Nice;12500000
19/20;Isaac Mbenza;23;5000000;Montpellier;Huddersfield;12500000
19/20;Erick Pulgar;25;10000000;Bologna;Fiorentina;12300000
19/20;Duvan Zapata;28;45000000;Sampdoria;Atalanta BC;12000000
19/20;Nicolo Barella;22;36000000;Cagliari Calcio;Inter;12000000
19/20;Shoya Nakajima;24;25000000;Al-Duhail SC;FC Porto;12000000
19/20;Andrea Petagna;24;20000000;Atalanta BC;SPAL;12000000
19/20;Grzegorz Krychowiak;29;18000000;Paris SG;Loko Moscow;12000000
19/20;Angelino;22;16000000;PSV Eindhoven;Man City;12000000
19/20;Xaver Schlager;21;15000000;RB Salzburg;VfL Wolfsburg;12000000
19/20;Remy Cabella;29;14000000;Saint-Etienne;Krasnodar;12000000
19/20;Hannes Wolf;20;12000000;RB Salzburg;RB Leipzig;12000000
19/20;Simone Zaza;28;10000000;Valencia;Torino;12000000
19/20;Bruma;24;10000000;RB Leipzig;PSV Eindhoven;12000000
19/20;Munas Dabbur;27;10000000;Sevilla FC;TSG Hoffenheim;12000000
19/20;Pedro Porro;19;10000000;Girona;Man City;12000000
19/20;Timo Baumgartl;23;9000000;VfB Stuttgart;PSV Eindhoven;12000000
19/20;Odion Ighalo;30;6500000;SH Shenhua;Man Utd;12000000
19/20;Marvelous Nakamba;25;6500000;Club Brugge;Aston Villa;12000000
19/20;Tino Kadewere;24;4000000;AC Le Havre;Olympique Lyon;12000000
19/20;Alex Kral;21;3500000;Slavia Prague;Spartak Moscow;12000000
19/20;Thierry Correia;20;400000;Sporting CP;Valencia;12000000
19/20;Ivan Cavaleiro;26;10000000;Wolves;Fulham;11800000
19/20;Zinho Vanheusden;19;10000000;Inter;Standard Liege;11740000
19/20;Joao Pedro;18;20000000;Fluminense;Watford;11500000
19/20;Albian Ajeti;22;7000000;FC Basel;West Ham;11300000
19/20;Noah Okafor;19;8000000;FC Basel;RB Salzburg;11200000
19/20;Lys Mousset;23;3500000;Bournemouth;Sheff Utd;11100000
19/20;Pedro;22;18000000;Fluminense;Fiorentina;11000000
19/20;Oliver Torres;24;17000000;FC Porto;Sevilla FC;11000000
19/20;Breel Embolo;22;14000000;FC Schalke 04;Bor. M'gladbach;11000000
19/20;Luciano Vietto;25;7000000;Atletico Madrid;Sporting CP;11000000
19/20;Jack Clarke;18;6000000;Leeds;Tottenham;11000000
19/20;Pedro Neto;19;2500000;SC Braga;Lazio;11000000
19/20;Rodolfo Pizarro;26;10000000;Monterrey;Miami;10910000
19/20;Ze Luis;28;8000000;Spartak Moscow;FC Porto;10750000
19/20;Ionut Radu;22;15000000;Genoa;Inter;10600000
19/20;Leo Duarte;23;4000000;Flamengo;AC Milan;10600000
19/20;Ally Samatta;27;12000000;KRC Genk;Aston Villa;10500000
19/20;Matias Vargas;22;11000000;Velez Sarsfield;Espanyol;10500000
19/20;Maximilian Wober;21;10000000;Sevilla FC;RB Salzburg;10500000
19/20;Maximilian Wober;21;10000000;Ajax;Sevilla FC;10500000
19/20;Denis Vavro;23;6000000;FC Copenhagen;Lazio;10500000
19/20;Brian Rodriguez;19;1000000;Penarol;LAFC;10450000
19/20;Diego Demme;28;17000000;RB Leipzig;SSC Napoli;10250000
19/20;Robert Skov;23;13000000;FC Copenhagen;TSG Hoffenheim;10000000
19/20;Benito Raman;24;12000000;F. Dusseldorf;FC Schalke 04;10000000
19/20;Remi Oudin;23;11000000;Stade Reims;G. Bordeaux;10000000
19/20;Jay Rodriguez;29;10000000;West Brom;Burnley;10000000
19/20;Portu;27;10000000;Girona;Real Sociedad;10000000
19/20;Santiago Ascacibar;22;10000000;VfB Stuttgart;Hertha BSC;10000000
19/20;Strahinja Pavlovic;18;8000000;Partizan;Monaco;10000000
19/20;Mahmoud Trezeguet;24;6000000;Kasimpasa;Aston Villa;10000000
19/20;Timothy Weah;19;6000000;Paris SG;LOSC Lille;10000000
19/20;Josh Brownhill;24;4500000;Bristol City;Burnley;10000000
19/20;Adrian Embarba;27;4000000;Rayo Vallecano;Espanyol;10000000
19/20;Eddie Salcedo;17;2000000;Genoa;Inter;10000000
19/20;Jean Marcelin;19;1500000;AJ Auxerre;Monaco;10000000
19/20;Arthur Zagre;17;;Paris SG;Monaco;10000000
19/20;Hannibal;16;;Monaco Youth;Man Utd U18;10000000
19/20;Uriel Antuna;22;3200000;Man City U23;Chivas;9900000
19/20;Ola Aina;22;10000000;Chelsea;Torino;9800000
19/20;Giovanni Di Lorenzo;25;9000000;Empoli;SSC Napoli;9800000
19/20;Alex Moreno;26;12000000;Rayo Vallecano;Real Betis;9700000
19/20;Fernando;28;9000000;Spartak Moscow;BJ Guoan;9600000
19/20;Fabian Delph;29;15000000;Man City;Everton;9500000
20/21;Kai Havertz;21;81000000;B. Leverkusen;Chelsea;80000000
20/21;Arthur Melo;24;56000000;Barcelona;Juventus;76000000
20/21;Victor Osimhen;21;40000000;LOSC Lille;SSC Napoli;75000000
20/21;Ruben Dias;23;35000000;Benfica;Man City;71600000
20/21;Miralem Pjanic;30;45000000;Juventus;Barcelona;60000000
20/21;Timo Werner;24;64000000;RB Leipzig;Chelsea;53000000
20/21;Ben Chilwell;23;40000000;Leicester;Chelsea;50200000
20/21;Mauro Icardi;27;60000000;Inter;Paris SG;50000000
20/21;Thomas Partey;27;40000000;Atletico Madrid;Arsenal;50000000
20/21;Leroy Sane;24;80000000;Man City;Bayern Munich;49000000
20/21;Nathan Ake;25;28000000;Bournemouth;Man City;45300000
20/21;Diogo Jota;23;28000000;Wolves;Liverpool;44700000
20/21;Achraf Hakimi;21;54000000;Real Madrid;Inter;43000000
20/21;Hakim Ziyech;27;40000000;Ajax;Chelsea;40000000
20/21;Fabio Silva;18;12000000;FC Porto;Wolves;40000000
20/21;Donny van de Beek;23;44000000;Ajax;Man Utd;39000000
20/21;Alvaro Morata;27;36000000;Chelsea;Atletico Madrid;35000000
20/21;Wesley Fofana;19;10000000;Saint-Etienne;Leicester;35000000
20/21;Ollie Watkins;24;12000000;Brentford;Aston Villa;34000000
20/21;Darwin Nunez;21;10000000;UD Almeria;Benfica;34000000
20/21;Ferran Torres;20;45000000;Valencia;Man City;33500000
20/21;Nicolo Barella;23;50000000;Cagliari Calcio;Inter;32500000
20/21;Nelson Semedo;26;40000000;Barcelona;Wolves;32000000
20/21;Giovani Lo Celso;24;40000000;Real Betis;Tottenham;32000000
20/21;Trincao;20;16000000;SC Braga;Barcelona;31000000
20/21;Rodrigo;29;40000000;Valencia;Leeds;30000000
20/21;Sergio Reguilon;23;25000000;Real Madrid;Tottenham;30000000
20/21;Ben Godfrey;22;16000000;Norwich;Everton;27500000
20/21;Jonathan David;20;25000000;KAA Gent;LOSC Lille;27000000
